ID Alumno,Taller 1,Taller 2,Taller 3,Actividad en línea 1,Actividad en línea 2,Actividad en línea 3,Prueba 1,Prueba 2,Prueba 3,Nota Presentación,Nota Examen,Nota Final
160003672,7,7,6.8,7,6.6,6,4.6,7,6.3,6.7,6.9,6.8
160001307,7,6.7,7,6.2,3.4,3.7,6.2,5.8,4.2,5.4,4.8,5.2
160000854,7,7,7,5.4,5.5,2.3,4.6,5,2.7,5,4.1,4.6
160001083,5.8,7,7,6.6,5.4,3.6,5.3,5.1,4,5.1,4.5,4.9
160002186,7,6.8,6.6,4.4,6.1,4.9,4.2,4.8,5.2,5.1,5,5.1
160001475,4.7,6.8,5.8,7,7,6.1,4.6,6.8,6.4,6.5,5.6,6.1
160003117,7,6.3,7,5.2,2.3,2.5,6.1,2.4,4,4.3,3.5,4
160003169,5.5,7,7,6.4,5.8,2.9,5.4,5.6,4.2,5.3,4.8,5.1
160001196,6.5,7,5.6,4.4,2.9,3.6,3.1,4.3,4.9,4.4,4.3,4.4
160003664,6,7,7,6.8,3.7,3,5,4.9,3.1,4.7,3.2,4.1
160003508,7,7,7,5.2,5.4,4.5,6.2,4.6,2,4.7,5.6,5.1
160001968,6.5,7,7,5.8,5.4,4.5,4.9,6.6,4.1,5.5,4.7,5.2
160000457,6.5,7,7,4.8,6.1,5.8,3.8,3.8,2.3,4.1,4,4.1
160000894,6,7,5.8,5.4,5.8,3.5,4.6,6.1,2.7,5.2,4.5,4.9
160002292,7,6.5,7,4.2,3.4,1.4,4.4,5,3.8,4.6,5.2,4.8
160003313,5.5,3,6.8,4.6,6.2,3.6,3.7,6.1,4,4.8,4.3,4.6
160000845,7,3.5,7,4.2,4.6,1.4,6,6.6,4.4,5.3,4,4.8
160003464,7,7,7,5.4,4.7,3.2,6,5,1.8,4.6,5.5,5
160002278,7,7,6.5,6.6,4.6,4.4,4.8,3.2,3.3,4.4,4.6,4.5
160000534,7,7,7,3.6,5.6,3.4,4.6,7,2.7,5.4,4.8,5.2
160001967,6,7,7,6,6.6,2.8,6.2,6.4,3.7,5.5,6.2,5.8
160001195,6.1,7,5.4,6.6,5.4,3.9,4.6,4.4,3.5,5,3.4,4.4
160001118,7,7,6.5,7,7,5.8,4.6,6.7,6.4,6.7,6.2,6.5
160000085,6.5,7,5.6,5.4,4.2,3.5,5.4,6.1,6.1,5.7,6.5,6
160003671,7,7,7,6,2.3,3.1,4.8,4.2,2.1,4.2,4.4,4.3
160003407,7,7,7,5.8,4.5,2.1,5.7,5.8,1.8,4.7,5.3,4.9
160003608,4.8,4.8,6.2,5.2,2.3,1.3,5.5,3.9,3.3,4.1,4,4.1
160000611,6,6.5,7,3.3,3,2,5,5.2,5.4,5,5,5
160003475,6.8,7,7,4,3.7,3.8,5.2,2.5,1.9,3.8,3,3.5
160003665,7,7,7,6.2,4.6,3,5.5,5.7,3.8,5.2,4.8,5
160001065,6.1,7,6.8,6.6,6.2,3,6.3,6.8,4.5,5.9,6.1,6
160002534,6.5,7,5.8,6.6,5.8,2,5.9,6,4.4,5.5,4.3,5
160001525,3,7,4.8,4.8,2.6,2.4,5.4,5.3,1.1,3.9,3.5,3.7
160001459,7,6.5,5.5,6.2,4.3,2.2,4.6,3.6,1.1,3.7,5,4.2
160001090,5,3.5,7,3.6,4.3,3.3,4.6,4.9,4.6,5.1,4.6,4.9
160003458,6.8,7,7,6.2,6.9,4.3,5.2,4.8,2.2,4.7,4.6,4.7
160002884,7,6.8,6,3.8,1.4,1.4,6.3,3.7,4,4.5,5.7,5
160001273,6,7,5.8,6.2,6.9,6.2,4.6,6.8,6.3,6.6,6,6.4
160002043,7,6.8,7,5.6,3.1,1.8,4,4.3,2.6,4.1,5.2,4.5
160001024,6,7,5.5,6.2,5.3,3.2,5.7,5.8,4.1,5.3,5.4,5.3
160000645,5.6,7,7,7,6.6,6.5,4.6,5.8,6.3,6.4,6.5,6.4
160002187,6.5,5.7,7,6,5.9,4.2,6.2,6.1,2.8,5.2,5,5.1
160000505,6.1,6,4,4,3.8,1.9,4.8,5,2.4,4.1,3.4,3.8
160003320,7,7,6.8,6.6,5.4,4,4.6,6.8,6.4,6.5,6.6,6.5
160001185,1.5,6.8,5,5.8,3.5,1.6,5.5,1.9,1.5,3.2,2.6,3
160002041,4.5,7,6.6,6.4,4.3,1.5,5.9,3.9,3.8,4.6,5,4.8
160000128,5,7,7,3,4.6,3.5,4.7,3.5,3.1,4.1,4.3,4.2
160002659,7,7,7,7,7,5.9,4.6,6.5,6.9,6.8,6.8,6.8
160002040,7,7,7,6.2,2.9,1.8,5.2,6.3,6.3,5.8,6,5.9
160003535,7,6.5,6.8,5.2,5.4,4.5,4.6,6.5,5.5,6.1,4.9,5.6
160003519,7,7,7,7,3,4,4.6,4.5,3.2,5,5.4,5.2
160000641,7,7,6.5,7,7,5.7,4.8,2.3,4.4,4.6,4,4.4
160002894,3.5,7,7,5.4,5.1,2.1,4.6,6.4,3.5,5.3,5.8,5.5
160001093,6,7,6.4,6.2,5.8,3.4,3.9,4.4,3.4,4.5,5.3,4.8
160000213,6.3,6.3,7,6.2,6,2.6,5.7,5.6,5.3,5.6,5.2,5.4
160002861,7,7,6.2,4.2,5,2.5,4.7,5.2,3.8,4.8,4.2,4.6
160000165,5.5,6.8,7,5.4,4.6,1.8,3.5,4.9,4.3,4.6,2.9,3.9
160003607,3,7,7,7,5.8,3.4,5.3,6.9,6.1,6,5,5.6
160002524,6.3,7,7,6.8,6.3,6.6,4.6,6.9,6,6.6,7,6.8
160003610,7,7,7,6.8,6.9,4.6,4.6,6.3,6.5,6.5,6.5,6.5
160001770,3.5,5.5,5.8,4.6,3.9,2.4,4.1,3.3,2.4,3.5,1.8,2.8
160003326,5,7,7,6.2,5.9,3.3,6.1,5.3,3.6,5.2,2.9,4.3
160003712,6.6,7,7,6.6,3.8,3.8,5.2,3.5,2.8,4.4,3.3,4
160002103,7,7,7,6.6,6.7,6.2,6.4,4.2,4.6,5.5,6.1,5.7
160000583,5.5,7,7,5.3,4.2,2.6,4.6,5.9,5.2,5.7,4.9,5.4
160002341,6.8,5.8,6.6,5.2,3,1.4,5.1,3.2,5.3,4.6,5.5,5
160002321,7,7,6.6,5,5.3,1.4,5.4,4.7,4.5,5,4.1,4.6
160001522,6,7,5.8,5.2,3,3.9,5.6,4.2,1.7,4.1,4.3,4.2
160003547,6.5,5.7,7,7,7,1.8,5.3,6.9,2.9,5.3,4.9,5.1
160002879,7,7,7,6.8,5.4,5.8,4.6,6.2,3.2,5.7,6.1,5.9
160000852,6,7,6.4,7,5.8,3.4,6,5.8,4.1,5.5,4,4.9
160000345,6.2,6,4,4.4,1.4,2.4,5.7,4.8,2.6,4.2,5.1,4.6
160002276,6.6,7,6.5,4.6,5.1,2.4,4.6,6.8,6.7,6.4,6.8,6.6
160000194,4.5,7,7,7,4.3,2.7,5.4,6.8,5.1,5.7,6.8,6.1
160001084,5.5,3,4.4,3.2,1.9,2.8,4.7,1.9,2.8,3.2,4.8,3.8
160002838,7,7,7,6.4,7,6.2,5.7,6.7,4.2,5.9,6.1,6
160003348,4.6,5.5,6,5.2,4.9,3.3,4.2,6.4,4.4,5,5.6,5.2
160000646,7,7,7,6.5,6.5,5.2,6.2,6.8,3.4,5.8,5.2,5.6
160002530,7,7,4,5.8,2.8,2.7,6.2,6.3,4.3,5.4,5.1,5.3
160000178,7,7,7,7,5.8,4.4,4.6,7,6.5,6.7,7,6.8
160000150,7,7,7,7,6.9,3,4.5,4.1,2.6,4.5,5.1,4.7
160000020,6.8,6.6,5.8,5.8,1.4,2.8,4.8,2.9,4.5,4.3,3.1,3.8
160003354,5.5,7,7,6.2,5.8,4.8,6.4,7,7,6.6,6.3,6.5
160003683,6,7,6.8,7,5.4,5,6,6.1,4.1,5.6,6.2,5.8
160002626,5,7,7,6.6,6.6,5,5.8,4.8,3.3,5,5.6,5.2
160000316,7,7,7,6.4,4.5,1.8,4.6,5.4,3.7,5.3,5.6,5.4
160001092,6.8,7,6.6,6.4,6,4,4.6,6.6,6.7,6.5,6.7,6.6
160003549,6.1,7,6.2,4.2,5.8,2.2,4.9,5.4,2.6,4.6,4.6,4.6
160001929,7,7,7,6.8,6.9,5.4,6,6,7,6.5,6.7,6.6
160002588,5,7,7,5.4,5.1,3.7,6.1,6.4,6.7,6.2,5.7,6
160000120,6.2,7,7,7,5,3.3,5.9,7,4.8,5.9,3.2,4.8
160003466,6.5,7,6.4,6,5.6,1.4,6,6.3,2.6,5.1,5.8,5.4
160000543,6.5,7,7,6.8,5.4,2.6,4.6,6.7,5.3,6.2,6.2,6.2
160000816,6,4.3,7,6.6,3.8,3.1,3.9,4.7,4,4.5,4.6,4.5
160000678,5.6,7,7,5.4,1.8,1.4,2.6,4.5,4,4.1,3.2,3.7
160000122,7,7,6.2,5.6,3.4,2.4,5.3,4.3,3.6,4.6,5.5,5
160002821,7,7,7,6.6,6.5,4.2,4.6,6.8,5.8,6.5,6.6,6.5
160001119,6.5,6.7,7,6.4,4.3,2.6,6.4,6.5,3,5.3,4.8,5.1
160000125,6.2,7,7,4.8,3.8,3.5,3.7,4.1,2.3,4,1.3,2.9
160000511,5.5,5.8,7,7,7,5,6.1,6.9,5.4,6.2,5.6,6
160003301,7,7,7,3.4,3,2,5,3,3.6,4.1,1.3,3
160000954,4.5,3,3,5.2,1.4,1.4,5.1,3.4,3.6,3.7,3.1,3.5
160003539,7,7,7,5.2,5.4,1.6,4.2,4.6,3.3,4.5,5.5,4.9
160003690,7,7,7,3,1.8,1.6,3.8,6.5,4,4.8,4.3,4.6
160003522,7,7,7,6.8,5.8,5,6.4,4.5,2.8,5,4.3,4.7
160001467,7,7,7,4.6,3.3,1.4,5.2,2.4,2.6,3.8,5,4.3
160002932,7,7,7,6.6,5.4,1.8,5.4,2.1,2.3,3.9,4.7,4.2
160002695,6.2,7,7,3.4,3.4,4.6,5.7,3.5,4.5,4.7,5.6,5.1
160003368,7,7,5.8,5.4,3.8,2,4.8,5.2,5,5.1,4.6,4.9
160000496,6.1,7,7,6,4.6,1.9,4.6,6.1,1.3,4.8,4.9,4.8
160003555,4.8,4.8,6.2,5.6,5,3.2,5.2,5,3.4,4.6,5.1,4.8
160001241,7,7,6.4,6.8,6.2,4.6,6,6,4.6,5.8,3.6,4.9
160002839,6.5,7,7,6.8,5.8,5.1,4.6,7,6.4,6.7,6.1,6.5
160001323,7,6.7,7,7,6.5,6.1,4.6,6.8,5.7,6.5,6.4,6.5
160003526,7,7,7,4,3.8,2.2,5.6,4.2,5.4,5.1,5.4,5.2
160001239,5.7,7,6.6,6.2,6.6,3.6,6.4,6.2,5.4,6,5.8,5.9
160002100,7,7,7,7,7,6.6,6.4,6.5,6,6.5,6.6,6.5
160001817,7,6.5,7,1.6,3.8,1.4,5.4,5.2,6.3,5.3,5.8,5.5
160000049,7,7,7,6.8,4.3,3,6.2,6,5,5.7,6,5.8
160000965,6.3,7,6.4,6,5,3.7,6.4,4.4,4.1,5.1,5.3,5.2
160003170,5.5,7,5,4.8,4,3.3,5.1,5.4,3.3,4.7,5.2,4.9
160000038,6.5,7,7,7,5.5,3.5,4.7,4.7,4.3,5,4.6,4.8
160000168,5.5,5.5,4,4,3,2.9,5.2,1.1,2.4,3.2,5.3,4
160000958,6.5,6.7,7,3.2,3.7,1.4,5.4,5.9,3.4,4.8,4.7,4.8
160001555,7,7,7,6.6,6.6,5.4,6.3,6.6,6.5,6.5,6.5,6.5
160000601,6.8,7,7,6.6,7,5.5,4.6,6.7,6.6,6.7,6.6,6.7
160003113,7,7,6.6,7,5.3,1.3,4.6,6.1,1.1,4.9,4.9,4.9
160003457,7,7,7,4,2.2,1.8,5.3,5.2,4.9,5,5.9,5.4
160002890,5.5,5.7,6.2,5.4,6,2.9,5.3,3,3,4.1,6.1,4.9
160000313,7,7,7,5.6,4.1,2,6,3.6,2,4.2,5,4.5
160002833,6.5,7,7,7,4.5,2.5,6.2,4.9,3.1,5,4.8,4.9
160002832,5.5,6,7,4.4,5.8,2.8,4.4,5.1,3.7,4.7,4.8,4.7
160003141,7,7,3.5,6.2,2.2,2.8,6.4,5.3,3.5,4.9,6.1,5.4
160000798,6.3,6.4,6.4,5.6,6.2,3.9,4.9,3.6,2.5,4.2,2.6,3.6
160001233,5.8,6.7,7,6,3.4,2.4,5.8,4.1,5,5,4.6,4.8
160001660,5.5,6,6.4,6.6,5.7,4.4,4.6,6.7,6.2,6.3,6.5,6.4
160000840,5.5,7,7,6.2,5.9,2,5.7,5.8,2.1,4.8,5.6,5.1
160002393,7,7,7,4.6,3.8,2.2,5.6,5.4,3.1,4.8,5.9,5.2
160002403,6,7,7,7,5,3.9,5.9,6.2,5.2,5.8,6.1,5.9
160001054,5,6,6.5,6.8,4.7,2.6,5.5,7,5,5.7,5,5.4
160002835,7,7,7,5.4,3,2.2,5,4.7,3.1,4.5,5.4,4.9
160003523,6.8,7,7,6,5.8,4.8,5.8,5.8,3.6,5.4,5.5,5.4
160001928,7,7,7,6.6,5.8,5.9,6.2,6.2,4.8,6,6.2,6.1
160002132,6.5,7,6.4,4.6,5.4,3.8,5.3,5.5,2.8,4.8,4.9,4.8
160002344,5.6,7,6.8,4.8,5.4,3.8,5.3,5.7,3,4.9,4.4,4.7
160002596,5.6,7,7,5.6,6.5,2.2,5.4,3.7,2.9,4.4,4.8,4.6
160002648,6.8,7,5.8,5.4,5,1.9,5.8,6.8,1.9,4.9,3.3,4.3
160000066,6.5,7,7,6.2,4.9,1.4,4.6,4.4,5.5,5.4,6.3,5.8
160000638,7,7,7,6.8,6.8,6.6,4.6,7,6.6,6.8,6.4,6.6
160003343,7,6.3,5.8,6.2,5.1,3,5.9,4.7,3.6,4.9,5.1,5
160000463,6.1,6,4,5.4,3,2.1,4.3,3.1,2.5,3.6,4,3.8
160003520,7,7,7,6.2,5.8,4.3,4.6,6.6,3.7,5.8,6.1,5.9
160003121,6.6,7,7,7,7,5.8,4.6,7,5.6,6.6,6.9,6.7
160003344,7,7,7,5.2,4.9,1.2,6,5.8,3.7,5.2,4.7,5
160002525,7,6.5,7,6.6,5.4,2.7,6.2,6.1,4.6,5.7,6.2,5.9
160000573,6.5,7,7,6,6.2,2.5,5.1,7,6.2,6.4,6.3,6.4
160000895,6.5,6.7,6.6,5.8,5.5,3.3,4.7,4.6,2.9,4.5,4.3,4.4
160002591,7,6.8,7,6.8,6.7,6.6,5.1,6.9,6.6,6.8,6.8,6.8
160001833,7,7,7,6.6,5.5,3.6,5.1,6.6,6.4,6.4,6.5,6.4
160001749,6.5,6.7,7,7,6.2,5.4,5.1,6.4,4.1,5.9,5,5.5
160001237,4,7,4.4,5.4,3,1.8,4.4,3,3.9,3.9,5.1,4.4
160002895,7,7,5.8,6,1.8,4.1,5.1,6.2,4.9,5.7,5.2,5.5
160000367,7,7,7,6.8,5.4,1.9,5.1,6.2,5.2,6,6.3,6.1
160002881,5,4.5,7,2.2,4.4,2.2,5.8,4.6,4.1,4.6,5.3,4.9
160002345,7,3.5,7,6.8,5.4,3.4,6.2,4.6,5.5,5.4,4.5,5
160000619,7,7,7,3,4.1,2,5.1,6,4.2,5.5,5.3,5.4
160002381,7,7,7,5.8,2.6,3,6.2,5.8,5.5,5.7,6.1,5.9
160002922,7,7,7,4.8,1.4,1.4,4.7,5.4,3.1,4.5,4.6,4.5
160000344,7,7,7,6.6,5.7,5.8,5.1,5.7,4,5.8,5.7,5.8
160000425,4.8,6.5,6.5,4.8,2.2,4,5.1,5,2.9,4.8,4.9,4.8
160002831,7,7,7,6.4,6,3,4.2,5.4,4.8,5.2,4.2,4.8
160000121,7,7,5.5,5.6,4.2,1.8,2.9,5.1,1.6,3.8,5.3,4.4
160002072,6.8,6.6,6.2,6.4,4.2,1.4,5.1,5.2,3,5,3.7,4.5
160000724,6,7,6.4,4.6,2.2,2.7,5.7,5.1,6.1,5.4,6.1,5.7
160003145,5.5,6,5,5,4.3,1.9,6.3,4.3,1.1,4,3.8,3.9
160003334,7,7,7,6.6,5.8,4.2,6.2,5.9,4.3,5.7,5.6,5.7
160002764,6,6.5,6.4,7,6.6,3.4,5.1,6.5,6.1,6.3,6.5,6.4
160003158,5.5,5.8,7,4.2,5.4,2.5,4.8,6.4,4.8,5.3,4.7,5.1
160000864,7,7,7,6.6,6.5,2.6,6.3,5.7,4.8,5.7,6.5,6
160003681,5.5,7,7,4.8,2.6,1.4,5.1,6.3,1.3,4.7,5.3,4.9
160000504,7,7,5.1,7,1.4,1.2,5.1,5,3.5,4.9,5.6,5.2
160003044,6.3,7,7,6,5.8,4.7,5.8,6.3,3.2,5.4,6.3,5.8
160001703,4.7,6.8,7,6.4,6.2,4,6,6.8,5.5,6,6,6
160003153,7,7,5.4,6.8,3.4,3.6,5.1,4.2,3.8,5.1,5,5.1
160000169,7,7,7,6.8,3.8,3.4,5.1,5.1,5.9,5.9,5.3,5.7
160003505,6.8,7,6,6.8,3.8,3.4,5.1,5.9,3.2,5.3,5.5,5.4
160001094,2,6.4,6.4,6.8,5,3.9,5.5,3.4,4,4.5,5.2,4.8
160002924,6.8,7,7,4.4,5.4,3.4,5,4.3,2,4.3,5.3,4.7
160003203,6.5,7,7,6.4,4.6,5,3.1,2.2,3.6,3.9,3.4,3.7
160000878,6.5,6.7,6.6,5.4,4.6,3,5,2,3.5,4,4.2,4.1
160000337,7,7,6.5,7,7,6.4,4.1,5,1.8,4.6,4.2,4.4
160001707,6.5,6.7,6.6,5.8,6.1,1.9,5.1,5.8,4.3,5.6,5.9,5.7
160001776,5.6,6.6,6.8,6.6,5.4,3.4,4.2,4.4,3.5,4.5,3.2,4
160003462,4.5,6.8,5,6.6,3.8,2.2,5.4,5,4,4.8,4.5,4.7
160003443,7,7,7,5.2,3.4,2.3,5.1,6,4.8,5.6,4.2,5
160003123,6,7,7,7,5.7,3.6,5.1,5.4,5.3,5.9,6.3,6.1
160003515,7,7,7,5.8,4.6,4.3,5.7,6.8,5.1,5.9,6,5.9
160003481,6.5,7,7,6.2,3.3,2.3,4.9,4.7,2.3,4.3,4,4.2
160003090,7,7,7,5.8,4.9,2.6,6.3,6.5,3.7,5.5,6,5.7
160001431,7,6.8,6.8,5.4,2.7,1.2,6.1,5.3,4.5,5.2,5.5,5.3
160003120,6,7,7,6,5.8,3.4,5.8,5.4,4.5,5.4,4.4,5
160002888,7,7,7,4.8,5.5,2.9,5.6,5.7,2.7,4.9,3.6,4.4
160002836,7,7,7,7,7,6.2,6.3,6.8,5.8,6.5,6.8,6.6
160001261,6.5,7,6.4,2,1.8,2.2,4.5,4.8,2.6,4,4.2,4.1
160001505,4.5,6.5,5.8,2.4,3.2,1.2,4.3,5.5,2.8,4.1,4.2,4.1
160000994,6.6,7,7,2.2,2.6,2,4.2,2.4,3.1,3.6,5.2,4.2
160000812,5.5,7,5.8,5.2,4.2,3.5,5.7,4.8,2,4.4,5.5,4.8
160003656,5,7,5.6,4.4,4.6,4,6.2,5.9,4.5,5.4,6.2,5.7
160003144,4.5,7,7,2.6,2.6,1.8,3.9,4,2,3.6,5.1,4.2
160001676,7,7,5.4,6.4,5.1,3.7,5.7,6,3.1,5.1,4.1,4.7
160001543,6,7,5.8,5.4,5.5,4.4,4.5,5.5,5.8,5.4,4.3,5
160000926,7,7,7,6.8,5.5,4.7,6.1,5,4.3,5.4,5.9,5.6
160001750,1.5,4.2,4.6,4,2.6,1.8,4.8,4.3,3.4,3.8,4.7,4.2
160001120,6,7,7,5,3.5,2.6,4.7,2.8,2.4,3.8,3.5,3.7
160000148,7,7,7,4,5,2,6.3,6.9,5.6,6.1,6.6,6.3
160002740,6.8,7,7,7,7,5.5,6.3,6.8,5.7,6.5,6.7,6.6
160003315,5.5,4.5,6.8,4,6.2,2.6,3,3.7,3.8,4,4,4
160001359,7,7,7,3.2,3.1,1.7,5.4,4.7,3.5,4.6,4.7,4.6
160000254,7,7,7,5,2.4,2.2,6.3,2.4,3,4.1,4.5,4.3
160001716,6.5,5.5,7,6.8,2.6,2.6,4.5,1.1,2.5,3.4,2,2.8
160003499,7,7,7,6.8,4.9,3.2,6.3,7,7,6.7,6.2,6.5
160000193,6.5,7,3.8,6.8,5.2,3.1,6.3,6.1,4.6,5.6,6.4,5.9
160000030,6.6,7,7,6.6,5.7,3.6,6.4,7,2.5,5.5,5.8,5.6
160003045,7,7,7,6,5.7,3.8,4.6,2.7,1.2,3.7,3,3.4
160000188,3.5,7,7,4.4,2.9,1.4,5.3,5.5,4.3,4.8,6.2,5.4
160000334,7,7,7,5.8,5.7,2.1,4.9,6.3,2.7,5,4.6,4.8
160003449,6.8,7,6.5,3.8,3.8,2.2,5.1,4.8,4.6,4.9,6.3,5.5
160002862,7,7,7,7,7,6.2,6.3,6.8,4.4,6.1,6.2,6.1
160002592,7,7,7,6.2,4.2,2.3,6.2,6,3.3,5.3,5.5,5.4
160002589,6.8,7,6.6,6.2,2.8,2.7,4,4.7,4.5,4.7,4,4.4
160003516,7,6.5,6,6.8,7,5.7,6.2,5.8,5,5.9,5.1,5.6
160001834,7,7,7,7,7,6.4,6.3,6.3,5.9,6.5,6.4,6.5
160003511,7,7,7,6,5.8,5.6,6.3,6.8,7,6.7,6.3,6.5
160003125,5.5,6,6.4,7,6.6,3.2,6.2,6.8,5.6,6.1,6.7,6.3
160003552,6.5,5.7,7,6.4,5.3,2.1,6.3,6.5,3.2,5.3,4.6,5
160000170,6.5,7,7,6.2,5,3.6,6.3,5.8,4.2,5.6,6,5.8
160000844,4.7,6.8,3.5,3.6,5.5,5,3,3.3,3.7,3.8,2.4,3.2
160002156,7,7,7,6.2,6,4.5,6.3,7,7,6.8,6.9,6.8
160003533,7,4.8,7,3.6,3.4,2.1,3.2,3.7,3.1,3.7,5.5,4.4
160001074,6.5,6.5,6,6.6,5.7,2.4,5.8,4.4,3.3,4.8,5.1,4.9
160003126,6,5.5,5.8,7,4.9,5.4,6,6.4,5.6,5.9,5.4,5.7
160000637,6.5,7,7,7,6.6,7,6.3,7,6.3,6.8,6.5,6.7
160003548,7,7,7,6.8,5.4,4.9,6.3,6.6,6.7,6.6,5,6
160002211,7,7,6.5,4.2,3.7,4.3,3.7,5.2,2.2,4.2,2.7,3.6
160002073,7,7,7,6,6.2,4.1,6.3,7,6.2,6.4,5.5,6
160003147,6,7,7,7,6.6,5.1,6.3,6.5,5.4,6.3,6.7,6.5
160000253,6.5,7,7,5.7,6.6,5.1,6.1,5,3.4,5.2,4,4.7
160000999,7,7,7,5.6,5.7,5.5,4.4,4.7,3.4,4.8,4.1,4.5
160003157,7,7,4.2,6.6,3,2.1,6.3,5.8,5.2,5.6,5.3,5.5
160003674,7,7,7,5.8,6.6,5.6,5.4,6.8,5,6,5,5.6
160000652,7,5,7,4.4,1.8,2.2,3.8,1.7,2.2,3.1,1.8,2.6
160003687,7,6.5,7,2.2,2.2,2.1,5.8,2.9,4,4.2,4.9,4.5
160000381,7,7,7,6.4,5.5,6,6.4,6.2,4,5.8,4.3,5.2
160003684,7,7,7,1.4,2.2,1.8,4.9,4.9,3.6,4.4,6,5
160002398,5.5,7,3.5,6.2,2.2,2.7,4.4,4,2.9,4,3.7,3.9
160002897,7,7,7,6.6,5.4,6.2,4.6,6.1,4.2,5.5,4.2,5
160000303,7,7,6.5,7,7,3.8,4.4,4.7,4,5,4.6,4.8
160001258,5.7,6,6.8,7,6.5,4,6,5.1,3.1,5.1,6.5,5.7
160003661,7,7,7,6.6,6.5,5.7,6.4,6.6,6.2,6.5,6.3,6.4
160003452,7,7,6.8,6.2,4.9,2.4,6.1,3.1,3,4.5,4.9,4.7
